Sentence,Label
1 p id 2 field instruments measurement theory 3 field instruments technical data 4 control systems 5 safety instruments systems 6 detailed engineering hook,c5
courses,c1
english courses auc level 7 general english level 2 conversation english,c1
"ccna matlab c# fundamentals certificate "" microsoft student partners "" icdl microsoft office intel learn technology community certificate "" intel education intel",c1
"summer training "" intel learn technology work certificate "" intel education summer training",c5
""" effective presentations certificate "" hp life e learning "" target audience certificate "" hp life e learning """,c1
auc american university cairo,c1
personal skills,c3
ability learn new computer programs / software applications minimal instruction,c3
ability work pressure within team quick learner success adapting new cultural environments strategic thinking ability reach creative solutions convince customers,c3
constantly enjoy working details completion task entrusted accurately,c3
reference available upon request,c11
2012 bachelor science computer department sohag university grade good,c8
english toefl,c1
arabic mother tongue ,c4
icdl essentials pc hardware software course part cisco networking academy program,c1
computer skills,c2
operating system,c2
windows xp 7 8 mac os yosemite linux ubuntu,c2
ms office 2013 windows ms office 2011 mac os iwork pages numbers keynotes,c2
programming skills,c2
ios developer objective c learning swift currently net developer vb c#,c2
web design development,c2
html css javascript wordpress,c2
computer networks,c2
computer maintenance,c2
graphic,c2
photoshop cc,c2
final cut pro x 10 1 1 imovie,c2
work experiences,c5
applications using visual studio,c14
pharmacy management stores management science programs pc magazine competition physics department faculty science sohag university program,c14
manage equipment devices,c11
classic brick 2014 free version paid one objective c sprite kit,c14
web development,c2
physics department faculty science sohag university website 2011 2012 graduation project,c14
instructor,c3
icdl v5 photoshop cs6 foundation programming,c5
faculty engineering shams university communication electronics department year three,c9
technical skills,c2
good knowledge using atmel arduino microchip pic16f877a microcontrollers,c2
writing vhdl code good user simulation software multisim matlab orcad,c2
modelsim good knowledge c++ c good user microsoft office good user windows xp windows 7 windows 8,c2
certificates,c1
two week training si ware optical electronics summer intern egypt telecom ,c5
national leader summit certified auc acting excellency,c1
certified ministry youth national scout camp certified egyptian scout union   ,c1
development mobile application required hardware control communicate si ware's integrated spectrometer solution,c2
writing vhdl code four bit counter behavioral structural methodology,c2
development system controls toy car mobile application bluetooth module synchronized arduino kit,c14
using matlab simulator produce sound waveform accompanied echo delayed time,c2
development algebraic multiplier using logic gates design execution car serine using 555 timer circuit implementation power supply minimum repels dc level,c2
university grading,c13
pre engineering year excellent first year good second year good total gpa 3,c13
first language arabic mother tongue second language english fluent reading spoken english third language french basics,c4
activities,c10
public relations member apec'13 fund raising member pirates'13 corporal scout boys,c10
personal interests,c11
reading soccer video games programming,c11
personal characteristics,c3
capability tackle situations; besides leadership qualities,c3
characteristics flexible self confident decision maker,c3
menofia,c12
student,c9
faculty,c12
electronic engineering,c12
major subjects communication,c12
arabic english frensh,c4
speak excel good,c2
write fair excel good,c2
understand fair excel good fair,c2
network theory electromagnetic waves theory communication theory,c2
radio communication acoustics,c2
satellite communication optical communications microwave engineering digital signal processing,c2
digital communication systems optical viber communication,c2
 exchange telephones tvs lab test 2,c2
programming language c++ software computer  microsoft office programs word excel powerpoint etc photoshop good,c2
