,Sentence,Label
3160,hardware description vhdl,Techskills
3161,simulation programs multisim protus pspice modelsim,Techskills
3162,matlab,Techskills
3163,photoshop,Techskills
3164,presentation skills team working,Personalskills
3165,marketing,Personalskills
3166,extracurricular volunteering activities,Others
3167,co founder sufraaelkhair charity activity 2011,Others
3168,pm Project manager lot charitable Projects sufraaelkhair,Others
3169,vice president head multimedia advertising committee sufraaelkhair 2013,Others
3170,president sufraaelkhair 2014,Others
3171,president assistant sufraaelkhair 2015,Others
3172,member hd r delta team 2012,Others
3173,pm delta team 2013,Others
3174,courses workshops,Courses
3175,introduction cadence cece 2015,Courses
3176,introduction ccna ieeecusb 2015,Courses
3177,introduction embedded systems amit k vector,Courses
3178,web development cece 2015,Courses
3179,human development courses sessions,Courses
3180,english general conversation course rtc resala training center 2012,Courses
3181,introduction networking isi academy 2013,Courses
3182,4th year electrical engineering student major communication computer engineering seeking,Education
3183,summer internship following fields,Experience
3184,communication engineering,Faculty
3185,embedded systems,Techskills
3186,software engineering,Techskills
3187,automation,Techskills
3188,undergraduate student benha faculty engineering benha university 2011 2016,Faculty
3189,major communication computer engineering,Faculty
3190,accumulated grade 78% good,Grade
3191,student benha secondary school 2009 2011,Others
3192,graduated grade 98 7%,Grade
3193,contest minesweepers towards landmine free world competition summer 2014,Experience
3194,contest famelab egypt competition 2014,Experience
3195,r manager ieee robotics automation society,Others
3196,c,Techskills
3197,matlab,Techskills
3198,vhdl,Techskills
3199,c++,Techskills
3200,microsoft office,Techskills
3201,embedded systems,Techskills
3202,simulations,Techskills
3203,algorithms,Techskills
3204,microcontrollers,Techskills
3205,computer vision,Techskills
3206,engineering mathematics,Techskills
3207,android development,Techskills
3208,unity3d,Techskills
3209,xna game studio,Techskills
3210,creativity,Personalskills
3211,work stress,Personalskills
3212,time management,Personalskills
3213,leadership,Personalskills
3214,team working,Personalskills
3215,ability learn new tasks quickly,Personalskills
3216,independent courses,Courses
3217,object oriented programming c#,Techskills
3218,android development,Techskills
3219,arduino microcontrollers,Techskills
3220,communication systems,Techskills
3221,information theory,Techskills
3222,game development unity 3d game engine microsoft xna frame work,Techskills
3223,basic electronics,Techskills
3224,digital design,Techskills
3225,advanced engineering mathematics,Techskills
3226,computer architecture,Techskills
3227,image processing,Techskills
3228,vhdl course,Techskills
3229,languages,Language
3230,arabic native language,Language
3231,english bilingual proficiency,Language
3232,marital status married,Others
3233,android diploma intern ntg clarity,Experience
3234,industry computer network security company size 1000 employees,Experience
3235,2007 2012 bachelor engineering computers systems,Faculty
3236,al azhar university egypt,Faculty
3237,overall grade good,Grade
3238,languages,Language
3239,arabic english advanced,Language
3240,hard worker flexible / adaptive social handles stress team player,Personalskills
3241,marital status,Others
3242,single,Others
3243,temporary exemption,Others
3244,want diploma engineering physics 2017,Others
3245,want make masters degree 2020,Others
3246,3rd year communication electronics engineering shams university,Education
3247,good,Grade
3248,high school el nasr school ex english school 99%,Others
3249,extracurricular activities,Others
3250,summer school basic physics zewail city science technology,Courses
3251,exploring quantum mechanics coursera online course,Courses
3252,eight week course originally made post graduates however,Courses
3253,academic program aces,Others
3254,workshop encountered basics teaching learning processes,Others
3255,basics scientific research egypt scholar online course,Courses
3256,top class grade 99%,Others
3257,checkmate Project management workshop eye,Others
3258,volunteering activities,Others
3259,president green initiative,Others
3260,green initiative student activity aiming green egyptian universities,Others
3261,dependent renewable energy making egypt one self sufficient countries,Others
